weekday,time_bin,total_flights,avg_arr_delay,med_arr_delay,perc_above_0,perc_above_15,perc_above_30,perc_above_60
0,00:00:00,1048,0.3817,-6,0.3426,0.1594,0.0868,0.0286,1048
0,01:00:00,455,-1.9099,-8,0.2813,0.1143,0.0659,0.0352,455
0,02:00:00,137,14.6788,1,0.5109,0.2628,0.1533,0.1095,137
0,03:00:00,63,0.6984,-10,0.2381,0.1429,0.1270,0.0794,63
0,04:00:00,86,-2.1860,-7,0.2907,0.1047,0.0814,0.0349,86
0,05:00:00,8777,-1.3334,-5,0.3073,0.0934,0.0382,0.0169,8777
0,06:00:00,66666,-0.6644,-5,0.3110,0.1040,0.0493,0.0209,66666
0,07:00:00,66283,0.1345,-5,0.3318,0.1202,0.0611,0.0260,66283
0,08:00:00,65943,1.4161,-5,0.3555,0.1436,0.0748,0.0330,65943
0,09:00:00,61006,2.4867,-4,0.3663,0.1573,0.0865,0.0375,61006
0,10:00:00,60072,3.3841,-4,0.3811,0.1656,0.0931,0.0424,60072
0,11:00:00,63413,4.3890,-3,0.3953,0.1784,0.1018,0.0465,63413
0,12:00:00,58414,5.4037,-3,0.4022,0.1874,0.1110,0.0543,58414
0,13:00:00,62240,6.0348,-3,0.4126,0.1953,0.1146,0.0554,62240
0,14:00:00,57450,6.8836,-3,0.4194,0.2097,0.1273,0.0628,57450
0,15:00:00,57551,7.8830,-2,0.4348,0.2223,0.1365,0.0671,57551
0,16:00:00,61062,8.3316,-2,0.4290,0.2259,0.1434,0.0724,61062
0,17:00:00,62655,8.2413,-2,0.4303,0.2331,0.1488,0.0755,62655
0,18:00:00,58054,8.7138,-2,0.4365,0.2380,0.1525,0.0781,58054
0,19:00:00,54385,7.4255,-3,0.4226,0.2293,0.1465,0.0730,54385
0,20:00:00,34820,7.5539,-3,0.4192,0.2316,0.1507,0.0744,34820
0,21:00:00,26569,5.7560,-3,0.4010,0.2058,0.1301,0.0621,26569
0,22:00:00,11918,3.0137,-4,0.3850,0.1862,0.1113,0.0493,11918
0,23:00:00,2883,-0.1412,-6,0.3309,0.1408,0.0826,0.0382,2883
1,00:00:00,993,-0.7936,-6,0.3061,0.1188,0.0604,0.0332,993
1,01:00:00,402,-2.8706,-7,0.3259,0.1194,0.0647,0.0224,402
1,02:00:00,134,5.7239,0,0.4701,0.2239,0.1045,0.0373,134
1,03:00:00,64,-3.6250,-11,0.2344,0.1719,0.0781,0.0156,64
1,04:00:00,84,-3.2143,-9,0.2857,0.1071,0.0714,0.0238,84
1,05:00:00,8763,-1.3996,-6,0.2960,0.0865,0.0388,0.0207,8763
1,06:00:00,66175,-1.3795,-6,0.2997,0.0956,0.0453,0.0208,66175
1,07:00:00,65284,-0.8238,-5,0.3157,0.1144,0.0574,0.0243,65284
1,08:00:00,64299,0.0240,-5,0.3327,0.1300,0.0668,0.0281,64299
1,09:00:00,59475,0.9132,-5,0.3453,0.1427,0.0763,0.0323,59475
1,10:00:00,57596,1.2547,-5,0.3497,0.1449,0.0783,0.0348,57596
1,11:00:00,60803,2.3621,-4,0.3688,0.1625,0.0882,0.0373,60803
1,12:00:00,56710,2.5527,-4,0.3652,0.1643,0.0920,0.0401,56710
1,13:00:00,61001,3.5958,-4,0.3776,0.1730,0.1007,0.0456,61001
1,14:00:00,55987,4.8041,-4,0.3941,0.1895,0.1118,0.0510,55987
1,15:00:00,56383,5.5145,-3,0.4005,0.1967,0.1171,0.0551,56383
1,16:00:00,60055,6.2262,-3,0.4074,0.2063,0.1271,0.0622,60055
1,17:00:00,61226,6.9846,-3,0.4084,0.2153,0.1387,0.0713,61226
1,18:00:00,56731,7.3199,-3,0.4155,0.2240,0.1450,0.0742,56731
1,19:00:00,52935,6.5815,-3,0.4069,0.2176,0.1385,0.0691,52935
1,20:00:00,34196,5.7766,-4,0.3867,0.2110,0.1353,0.0682,34196
1,21:00:00,25526,3.6004,-4,0.3733,0.1869,0.1147,0.0521,25526
1,22:00:00,11263,2.1358,-5,0.3602,0.1686,0.0992,0.0452,11263
1,23:00:00,2680,-0.3799,-7,0.3362,0.1429,0.0795,0.0351,2680
2,00:00:00,950,-2.0211,-6,0.3211,0.1189,0.0600,0.0221,950
2,01:00:00,387,0.0465,-6,0.3488,0.1525,0.0827,0.0258,387
2,02:00:00,124,4.7581,1,0.5242,0.2339,0.1129,0.0323,124
2,03:00:00,55,2.6000,-8,0.2545,0.0909,0.0545,0.0182,55
2,04:00:00,74,-1.0811,-8,0.2973,0.0946,0.0405,0.0135,74
2,05:00:00,8737,-2.2440,-6,0.2914,0.0785,0.0318,0.0153,8737
2,06:00:00,66087,-1.9890,-6,0.2939,0.0917,0.0415,0.0171,66087
2,07:00:00,65291,-0.8926,-5,0.3110,0.1092,0.0542,0.0223,65291
2,08:00:00,64578,0.0535,-5,0.3334,0.1311,0.0675,0.0278,64578
2,09:00:00,59621,0.9131,-5,0.3445,0.1430,0.0759,0.0301,59621
2,10:00:00,57979,1.6064,-5,0.3529,0.1515,0.0826,0.0359,57979
2,11:00:00,61558,2.8576,-4,0.3791,0.1639,0.0905,0.0390,61558
2,12:00:00,57306,3.6602,-4,0.3764,0.1718,0.0998,0.0452,57306
2,13:00:00,61589,5.1867,-3,0.4027,0.1866,0.1101,0.0526,61589
2,14:00:00,56552,6.4505,-3,0.4152,0.2040,0.1245,0.0592,56552
2,15:00:00,56798,7.6085,-2,0.4273,0.2150,0.1344,0.0649,56798
2,16:00:00,60705,8.5054,-2,0.4342,0.2294,0.1467,0.0737,60705
2,17:00:00,62413,9.9391,-2,0.4480,0.2474,0.1648,0.0855,62413
2,18:00:00,57767,10.5476,-2,0.4509,0.2583,0.1729,0.0918,57767
2,19:00:00,54422,9.2642,-2,0.4395,0.2456,0.1613,0.0823,54422
2,20:00:00,34599,9.1057,-2,0.4331,0.2461,0.1650,0.0835,34599
2,21:00:00,26355,6.4694,-3,0.4143,0.2154,0.1356,0.0674,26355
2,22:00:00,12272,3.4432,-4,0.3946,0.1882,0.1130,0.0481,12272
2,23:00:00,2835,-0.8928,-6,0.3443,0.1517,0.0871,0.0353,2835
3,00:00:00,1017,0.1209,-6,0.3255,0.1396,0.0767,0.0275,1017
3,01:00:00,469,-1.0128,-6,0.3433,0.1407,0.0618,0.0277,469
3,02:00:00,128,13.9922,-1,0.4531,0.2422,0.1328,0.0547,128
3,03:00:00,65,-4.6154,-14,0.2000,0.1077,0.0769,0.0615,65
3,04:00:00,85,-0.3294,-10,0.2588,0.0824,0.0706,0.0588,85
3,05:00:00,8988,-1.4480,-6,0.2935,0.0836,0.0376,0.0196,8988
3,06:00:00,67485,-0.8115,-5,0.3090,0.0991,0.0478,0.0222,67485
3,07:00:00,66804,0.2736,-5,0.3313,0.1224,0.0632,0.0274,66804
3,08:00:00,66873,1.2579,-5,0.3533,0.1416,0.0744,0.0317,66873
3,09:00:00,61759,2.2896,-4,0.3624,0.1569,0.0872,0.0367,61759
3,10:00:00,60638,3.0790,-4,0.3749,0.1624,0.0913,0.0411,60638
3,11:00:00,64317,4.6417,-3,0.3961,0.1779,0.1030,0.0481,64317
3,12:00:00,59255,5.8705,-3,0.4014,0.1891,0.1150,0.0590,59255
3,13:00:00,62716,7.2530,-2,0.4260,0.2071,0.1241,0.0632,62716
3,14:00:00,57986,8.9254,-2,0.4442,0.2282,0.1429,0.0735,57986
3,15:00:00,57795,10.3541,-1,0.4625,0.2425,0.1534,0.0797,57795
3,16:00:00,61384,11.4923,-1,0.4735,0.2555,0.1655,0.0877,61384
3,17:00:00,62518,12.5621,0,0.4842,0.2720,0.1778,0.0963,62518
3,18:00:00,58029,13.6553,0,0.4975,0.2868,0.1922,0.1022,58029
3,19:00:00,54652,12.1609,0,0.4834,0.2746,0.1816,0.0955,54652
3,20:00:00,34279,12.6881,0,0.4829,0.2807,0.1873,0.0987,34279
3,21:00:00,26893,9.5136,-2,0.4513,0.2440,0.1566,0.0799,26893
3,22:00:00,12410,5.9662,-3,0.4194,0.2076,0.1255,0.0620,12410
3,23:00:00,3086,0.8769,-5,0.3577,0.1610,0.0985,0.0412,3086
4,00:00:00,1029,1.4286,-5,0.3615,0.1487,0.0768,0.0330,1029
4,01:00:00,446,-3.0830,-6,0.3139,0.1009,0.0381,0.0157,446
4,02:00:00,135,7.8889,1,0.5037,0.2444,0.1111,0.0370,135
4,03:00:00,62,0.5484,-11,0.2903,0.1774,0.1129,0.0806,62
4,04:00:00,86,-1.9302,-5,0.3605,0.1279,0.0581,0.0233,86
4,05:00:00,8780,-0.5035,-5,0.3232,0.0905,0.0372,0.0189,8780
4,06:00:00,66387,-1.0615,-5,0.3105,0.0966,0.0457,0.0200,66387
4,07:00:00,65720,-0.2771,-5,0.3293,0.1188,0.0584,0.0242,65720
4,08:00:00,65778,0.8672,-5,0.3526,0.1399,0.0717,0.0298,65778
4,09:00:00,60663,2.3565,-4,0.3730,0.1567,0.0839,0.0348,60663
4,10:00:00,60034,3.7444,-3,0.3902,0.1699,0.0959,0.0426,60034
4,11:00:00,63341,5.3435,-3,0.4126,0.1856,0.1067,0.0490,63341
4,12:00:00,58456,6.7146,-2,0.4243,0.1987,0.1198,0.0576,58456
4,13:00:00,61990,7.9289,-2,0.4410,0.2143,0.1285,0.0618,61990
4,14:00:00,57305,9.6308,-1,0.4551,0.2345,0.1444,0.0716,57305
4,15:00:00,57238,10.8856,-1,0.4672,0.2452,0.1553,0.0789,57238
4,16:00:00,60811,11.7686,0,0.4752,0.2551,0.1641,0.0870,60811
4,17:00:00,62152,12.6517,0,0.4809,0.2708,0.1785,0.0967,62152
4,18:00:00,57899,13.3429,0,0.4889,0.2836,0.1888,0.1004,57899
4,19:00:00,54687,12.4374,0,0.4802,0.2748,0.1805,0.0937,54687
4,20:00:00,34650,12.7382,0,0.4825,0.2805,0.1888,0.0996,34650
4,21:00:00,27204,9.6680,-2,0.4478,0.2415,0.1571,0.0806,27204
4,22:00:00,12413,6.3537,-3,0.4245,0.2091,0.1290,0.0653,12413
4,23:00:00,3248,1.2143,-6,0.3427,0.1552,0.0961,0.0505,3248
5,00:00:00,1034,-0.1064,-6,0.3404,0.1315,0.0658,0.0290,1034
5,01:00:00,462,-1.8052,-8,0.3312,0.1234,0.0519,0.0281,462
5,02:00:00,137,9.1606,-1,0.4526,0.2409,0.1168,0.0511,137
5,03:00:00,62,-5.0645,-12,0.2097,0.0645,0.0323,0.0161,62
5,04:00:00,87,5.0690,-7,0.2644,0.0805,0.0460,0.0345,87
5,05:00:00,7177,-0.9529,-5,0.3072,0.0938,0.0403,0.0206,7177
5,06:00:00,51929,-0.8764,-6,0.3113,0.1046,0.0486,0.0216,51929
5,07:00:00,54524,-1.8152,-6,0.2918,0.1051,0.0526,0.0226,54524
5,08:00:00,61533,-0.3588,-6,0.3201,0.1247,0.0651,0.0282,61533
5,09:00:00,56451,0.4476,-5,0.3363,0.1361,0.0728,0.0312,56451
5,10:00:00,54913,1.8687,-5,0.3528,0.1478,0.0822,0.0364,54913
5,11:00:00,55872,2.6029,-4,0.3635,0.1583,0.0902,0.0402,55872
5,12:00:00,54535,3.6298,-4,0.3736,0.1707,0.1008,0.0472,54535
5,13:00:00,54094,4.1694,-4,0.3754,0.1765,0.1053,0.0513,54094
5,14:00:00,50706,4.4765,-4,0.3786,0.1838,0.1100,0.0534,50706
5,15:00:00,47405,4.3148,-4,0.3718,0.1843,0.1133,0.0534,47405
5,16:00:00,49922,3.9142,-5,0.3617,0.1827,0.1146,0.0564,49922
5,17:00:00,47251,4.1265,-5,0.3665,0.1920,0.1205,0.0597,47251
5,18:00:00,41848,4.0395,-5,0.3683,0.1951,0.1212,0.0598,41848
5,19:00:00,34594,3.8349,-5,0.3628,0.1907,0.1191,0.0583,34594
5,20:00:00,20326,2.6192,-6,0.3353,0.1778,0.1146,0.0580,20326
5,21:00:00,17047,2.4476,-5,0.3553,0.1712,0.1021,0.0481,17047
5,22:00:00,10042,-0.4726,-7,0.3248,0.1444,0.0836,0.0382,10042
5,23:00:00,2856,-2.3375,-8,0.2868,0.1145,0.0634,0.0263,2856
6,00:00:00,996,-3.5622,-8,0.2741,0.1024,0.0452,0.0211,996
6,01:00:00,409,-2.0147,-8,0.2836,0.1100,0.0489,0.0196,409
6,02:00:00,138,6.6449,2,0.5362,0.2246,0.1087,0.0362,138
6,03:00:00,54,-3.6296,-12,0.2037,0.0926,0.0741,0.0556,54
6,04:00:00,80,-3.3000,-7,0.2125,0.0750,0.0625,0.0500,80
6,05:00:00,5860,-2.0432,-6,0.2951,0.0891,0.0381,0.0171,5860
6,06:00:00,48960,-2.1074,-7,0.2856,0.0944,0.0440,0.0202,48960
6,07:00:00,50686,-2.5928,-7,0.2795,0.0993,0.0499,0.0214,50686
6,08:00:00,60047,-1.9025,-7,0.2935,0.1103,0.0572,0.0245,60047
6,09:00:00,56907,-1.0013,-6,0.3037,0.1201,0.0631,0.0282,56907
6,10:00:00,58672,0.5792,-5,0.3294,0.1349,0.0740,0.0326,58672
6,11:00:00,61598,2.4911,-5,0.3564,0.1528,0.0858,0.0400,61598
6,12:00:00,57923,3.7917,-4,0.3705,0.1696,0.0986,0.0478,57923
6,13:00:00,60976,5.2551,-4,0.3926,0.1858,0.1121,0.0561,60976
6,14:00:00,57344,6.7985,-3,0.4131,0.2059,0.1241,0.0616,57344
6,15:00:00,56711,7.4847,-2,0.4251,0.2143,0.1322,0.0660,56711
6,16:00:00,60478,8.7954,-2,0.4411,0.2321,0.1464,0.0733,60478
6,17:00:00,62153,9.5849,-2,0.4479,0.2428,0.1572,0.0831,62153
6,18:00:00,57609,10.7209,-1,0.4667,0.2594,0.1677,0.0863,57609
6,19:00:00,54721,10.2530,-1,0.4670,0.2607,0.1696,0.0844,54721
6,20:00:00,34738,11.4171,-1,0.4732,0.2696,0.1794,0.0908,34738
6,21:00:00,27598,8.6483,-2,0.4504,0.2392,0.1495,0.0716,27598
6,22:00:00,12485,4.9025,-3,0.4037,0.1938,0.1158,0.0541,12485
6,23:00:00,3342,0.6200,-6,0.3402,0.1505,0.0925,0.0464,3342
